Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Celtics,East,9.940811521,7.891138068,—,98.66114938,50.07236695,32.3326412,Boston Celtics,bos,0.9866114938,0.32332641199999995
Thunder,West,8.509351112,4.116818201,—,98.31609093,15.99890837,6.734904617,Oklahoma City Thunder,okc,0.9831609093,0.06734904617
Pelicans,West,7.635763759,2.799210003,—,91.56395385,5.922474547,1.914854169,New Orleans Pelicans,no,0.9156395385,0.01914854169
T-Wolves,West,6.787975255,3.698109043,—,98.31609093,12.29048663,5.263732961,Minnesota Timberwolves,min,0.9831609093,0.05263732961
Clippers,West,5.768962015,2.174074508,—,98.31609093,16.1185591,8.250531287,LA Clippers,lac,0.9831609093,0.08250531287
Cavaliers,East,5.44906485,4.433193984,—,98.65114938,11.79039449,5.383968759,Cleveland Cavaliers,cle,0.9865114938,0.05383968759
Bucks,East,4.733094109,3.024329,—,98.65114938,15.03008081,7.202898466,Milwaukee Bucks,mil,0.9865114938,0.07202898466
Nuggets,West,2.894041896,5.768246982,—,98.31609093,31.04243313,16.00984379,Denver Nuggets,den,0.9831609093,0.1600984379
Suns,West,2.845801274,2.114655871,—,78.2698552,7.267423641,3.23312869,Phoenix Suns,phx,0.7826985519999999,0.0323312869
Magic,East,1.908664133,-0.127952538,—,96.55701873,1.485115301,0.413042273,Orlando Magic,orl,0.9655701873,0.0041304227300000005
Knicks,East,1.573150538,2.729212816,—,96.62114938,7.720394491,2.713732961,New York Knicks,ny,0.9662114938,0.027137329609999997
Pacers,East,1.57088904,-2.252905967,—,80.08851422,1.544510606,0.422902849,Indiana Pacers,ind,0.8008851422,0.00422902849
Warriors,West,1.080149606,1.906850908,—,49.9880503,3.022227092,1.469841575,Golden State Warriors,gs,0.499880503,0.01469841575
76ers,East,1.000103054,3.190367235,—,83.10793043,5.321281021,2.342579693,Philadelphia 76ers,phi,0.8310793043,0.02342579693
Heat,East,0.632656247,2.11944017,—,94.31403105,5.844179954,2.173732961,Miami Heat,mia,0.9431403105,0.021737329609999998
Bulls,East,0.013392718,0.563160579,—,33.52971004,0.64564348,0.234935209,Chicago Bulls,chi,0.3352971004,0.00234935209
Mavericks,West,0.00739078,-0.725544702,—,63.86496154,3.025106633,1.363732961,Dallas Mavericks,dal,0.6386496154,0.01363732961
Lakers,West,-0.329006373,1.713507116,100,41.01766695,2.732783865,1.35715092,Los Angeles Lakers,lal,0.4101766695,0.0135715092
Kings,West,-0.577513124,0.586720517,—,77.2898552,2.372553317,0.941866481,Sacramento Kings,sac,0.772898552,0.00941866481
Rockets,West,-0.832647994,-4.786229492,—,2.168311561,0.12065681,<0.1,Houston Rockets,hou,0.021683115609999998,0.001
Jazz,West,-2.719048647,-3.557500138,—,2.572952663,0.086360904,<0.1,Utah Jazz,uta,0.025729526630000003,0.001
Nets,East,-3.002087142,-2.612095673,—,3.691113637,0.14894962,<0.1,Brooklyn Nets,bkn,0.03691113637,0.001
Hawks,East,-3.132669936,-0.526454528,—,15.96704546,0.397048605,0.114935209,Atlanta Hawks,atl,0.15967045459999998,0.00114935209
Raptors,East,-3.781294837,-1.730681472,—,0.160009732,<0.1,<0.1,Toronto Raptors,tor,0.0016000973199999998,0.001
Spurs,West,-6.246210998,-9.653733801,—,<0.1,<0.1,<0.1,San Antonio Spurs,sa,0.001,0.001
Grizzlies,West,-6.50594963,-3.086991942,—,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,0.001,0.001
Pistons,East,-7.900939941,-8.748441562,—,<0.1,<0.1,<0.1,Detroit Pistons,det,0.001,0.001
Blazers,West,-8.317000528,-8.4456093,—,<0.1,<0.1,<0.1,Portland Trail Blazers,por,0.001,0.001
Wizards,East,-8.978227898,-6.418025302,—,<0.1,<0.1,<0.1,Washington Wizards,wsh,0.001,0.001
Hornets,East,-10.19712296,-8.560036476,—,<0.1,<0.1,<0.1,Charlotte Hornets,cha,0.001,0.001
