Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,12.40825255,8.285977856,—,98.97362922,53.49499968,33.40319394
Thunder,West,7.910736007,4.204186672,—,98.66133443,15.48289111,5.857645061
Pelicans,West,7.621503895,3.716640908,—,98.39133443,8.05484638,3.105650018
T-Wolves,West,6.089249189,4.044493018,—,98.66133443,11.86644555,4.971300037
Nuggets,West,5.305215007,6.062611457,—,98.66133443,33.91254603,18.77241493
Cavaliers,East,4.691580503,3.924390866,—,98.95362922,9.784615343,4.088654321
Bucks,East,4.017055408,3.271339178,—,98.97362922,16.84052617,7.355635438
Clippers,West,3.448036111,1.929287383,—,98.20133443,13.08148518,7.284292495
Knicks,East,3.402187899,3.21027874,—,98.90362922,7.974999954,3.263319394
Suns,West,3.401212864,2.674981542,—,67.50556979,6.658972397,2.328116049
Pacers,East,2.476580742,-0.803299668,—,93.33283672,1.192727264,0.340577026
Mavericks,West,1.988540095,0.631451158,—,90.8975856,4.306445555,1.591300037
Warriors,West,1.752211671,1.99530321,—,21.72862053,1.752654052,1.062019592
Magic,East,1.549871023,0.141645199,—,98.46362922,1.539999993,0.514078428
Rockets,West,0.680135064,-2.753630152,—,3.389720779,0.223583272,0.083738326
Kings,West,0.481925817,0.341184924,—,76.89112014,1.869743099,0.637937052
Lakers,West,0.214653391,2.003251612,100,47.01067208,2.790353026,1.345648866
Heat,East,-0.116767293,1.752223372,—,91.56362922,4.15999997,1.818654321
Bulls,East,-0.288392885,-0.329865347,—,20.23462021,0.204615383,0.085862718
76ers,East,-1.065381711,2.942203491,—,84.46174471,4.632857117,2.024023716
Hawks,East,-2.34914792,-0.817383038,—,16.08897404,0.174615383,0.065862718
Jazz,West,-2.94875366,-4.686136919,—,<0.1,<0.1,<0.1
Nets,East,-4.813047182,-3.127431728,—,0.050009795,<0.1,<0.1
Spurs,West,-5.461834207,-9.241970558,—,—,—,—
Raptors,East,-5.470045417,-2.826658817,—,<0.1,<0.1,<0.1
Grizzlies,West,-7.572414858,-4.271750239,—,—,—,—
Pistons,East,-8.011973261,-8.882776519,—,—,—,—
Wizards,East,-8.324052791,-7.126019874,—,—,—,—
Blazers,West,-8.981205359,-9.295922931,—,—,—,—
Hornets,East,-11.96002737,-9.204687371,—,—,—,—
