Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Thunder,West,8.24663101,3.402872456,—,98.43214707,13.18856457,5.282244662
Celtics,East,8.05366899,7.117168966,—,97.05455013,42.04076591,27.50211868
T-Wolves,West,7.637326665,3.365511847,—,98.43214707,13.46537008,5.196465089
Cavaliers,East,6.57435446,4.778122005,—,97.00755199,15.85519148,8.052244662
Clippers,West,5.705539396,2.424827768,—,98.39214707,17.68267936,8.477942652
Pelicans,West,5.366461611,2.1072213889999998,—,90.88327722,5.634593291,2.09173675
Bucks,East,4.10393081,2.325434844,—,96.73709118,15.96620666,7.62737532
Knicks,East,3.96936444,3.390494096,—,96.59709118,10.67459041,4.725875118
76ers,East,3.403640235,3.940065363,—,96.15293995,8.280983723,4.171987975
Suns,West,2.599361027,1.897217903,—,84.28425596,8.610705713,3.674108482
Pacers,East,1.791647121,-2.227318346,—,82.43627515,1.541147603,0.424966606
Nuggets,West,1.780259266,5.488375371,—,98.34214707,29.89521523,15.66141245
Rockets,West,1.402876052,-5.003260949,—,7.148950397,0.158249615,0.08535973
Warriors,West,1.017681408,1.663379539,—,46.19075571,3.155425828,1.321796612
Heat,East,0.578719871,0.824095409,—,85.33364957,3.289301226,1.284689006
Mavericks,West,0.401043163,-0.231594718,—,72.31614505,3.520352856,1.302746682
Bulls,East,0.08106254,0.830500521,—,29.65196352,0.598110051,0.27535973
Magic,East,0.06271892,-0.64652625,—,82.19920405,0.905285795,0.313907167
Lakers,West,0.019091339,1.726462238,100,40.54628683,2.310176428,1.131796612
Kings,West,-0.370574583,0.536753398,—,61.2227611,2.231267936,0.967075856
Nets,East,-2.141370737,-1.358076705,—,7.487592943,0.181906728,0.069736485
Jazz,West,-2.189202456,-3.081050238,—,3.808950397,0.147373353,0.08535973
Hawks,East,-3.029644581,-0.838025334,—,19.26166015,0.484423003,0.203907167
Raptors,East,-3.540312967,-1.494898242,—,7.139501383,0.182061093,0.069736485
Grizzlies,West,-6.469316816,-2.14243743,—,<0.1,<0.1,<0.1
Wizards,East,-7.960877327,-5.499681258,—,<0.1,<0.1,<0.1
Blazers,West,-8.306530431,-7.546477522,—,<0.1,<0.1,<0.1
Spurs,West,-8.627580929,-9.977477107,—,<0.1,<0.1,<0.1
Pistons,East,-9.098269466,-8.667922034,—,<0.1,<0.1,<0.1
Hornets,East,-11.15091742,-8.709218764,—,2.940909972,<0.1,<0.1
