Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Celtics,East,10.50376117,7.991547499,—,98.65970074,50.08331207,32.74690517,Boston Celtics,bos,0.9865970074,0.32746905169999996
Thunder,West,8.965583774,4.020972304,—,98.22640192,14.36222076,6.010924097,Oklahoma City Thunder,okc,0.9822640192000001,0.060109240970000005
Pelicans,West,7.150545147,2.402058487,—,91.0369242,5.454193124,1.906165507,New Orleans Pelicans,no,0.910369242,0.019061655070000003
T-Wolves,West,6.431311906,3.655201828,—,98.22640192,13.60199868,5.008054078,Minnesota Timberwolves,min,0.9822640192000001,0.050080540779999995
Cavaliers,East,6.309257538,4.528878515,—,98.65970074,12.26555201,5.608054078,Cleveland Cavaliers,cle,0.9865970074,0.05608054078
Clippers,West,5.785442515,1.97322716,—,98.20640192,16.38856767,8.268234339,LA Clippers,lac,0.9820640192000001,0.08268234339
Bucks,East,5.709287485,3.385928733,—,98.65970074,15.74977908,7.596175754,Milwaukee Bucks,mil,0.9865970074,0.07596175754
Nuggets,West,2.811420099,5.824729479,—,98.21640192,32.29570958,16.59027039,Denver Nuggets,den,0.9821640192,0.1659027039
Suns,West,2.487410379,1.872914528,—,68.76980868,6.051998683,2.650495054,Phoenix Suns,phx,0.6876980868,0.02650495054
Knicks,East,2.405746959,2.780375048,—,97.64970074,7.671107212,2.756951698,New York Knicks,ny,0.9764970074,0.02756951698
Magic,East,1.868204173,-0.335780837,—,95.4755985,0.919595637,0.303483013,Orlando Magic,orl,0.954755985,0.0030348301300000004
76ers,East,1.524193137,3.561005119,—,90.26503865,6.257281784,2.805235151,Philadelphia 76ers,phi,0.9026503865,0.028052351510000004
Heat,East,0.944907223,1.926498799,—,95.4025853,4.730738141,2.046951698,Miami Heat,mia,0.954025853,0.02046951698
Pacers,East,0.330703672,-2.411998552,—,76.59174907,1.459721004,0.443954515,Indiana Pacers,ind,0.7659174907,0.00443954515
Warriors,West,0.317466958,1.721508734,—,50.93447667,2.460666228,1.262311768,Golden State Warriors,gs,0.5093447667000001,0.01262311768
Mavericks,West,0.257907952,-0.567576782,—,69.11387216,3.282352167,1.446951698,Dallas Mavericks,dal,0.6911387216,0.01446951698
Lakers,West,0.106055498,1.73133435,100,50.54552247,3.438094611,1.329741611,Los Angeles Lakers,lal,0.5054552247,0.01329741611
Kings,West,0.052535372,0.672501673,—,71.79066501,2.467368075,0.853475849,Sacramento Kings,sac,0.7179066501,0.008534758489999999
Bulls,East,-0.3434164,0.39085088,—,28.97518697,0.476472996,0.14515154,Chicago Bulls,chi,0.2897518697,0.0014515154
Rockets,West,-0.813243973,-4.92345205,—,2.384861983,0.110537051,<0.1,Houston Rockets,hou,0.02384861983,0.001
Raptors,East,-3.006481196,-1.332219658,—,1.150009732,<0.1,<0.1,Toronto Raptors,tor,0.01150009732,0.001
Jazz,West,-3.06052666,-3.474975194,—,2.548232188,0.086267439,<0.1,Utah Jazz,uta,0.025482321880000002,0.001
Nets,East,-3.282296207,-2.340732696,—,5.877919887,0.159522585,<0.1,Brooklyn Nets,bkn,0.05877919887,0.001
Hawks,East,-4.00087855,-0.828048725,—,12.63307976,0.216882679,0.09515154,Atlanta Hawks,atl,0.1263307976,9.515154e-4
Spurs,West,-6.421832834,-9.698123426,—,<0.1,<0.1,<0.1,San Antonio Spurs,sa,0.001,0.001
Grizzlies,West,-6.536194984,-3.061491485,—,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,0.001,0.001
Blazers,West,-8.432780824,-8.386011483,—,<0.1,<0.1,<0.1,Portland Trail Blazers,por,0.001,0.001
Pistons,East,-8.515453959,-8.791973544,—,<0.1,<0.1,<0.1,Detroit Pistons,det,0.001,0.001
Wizards,East,-9.478957791,-6.267105186,—,<0.1,<0.1,<0.1,Washington Wizards,wsh,0.001,0.001
Hornets,East,-10.16168637,-8.489205927,—,<0.1,<0.1,<0.1,Charlotte Hornets,cha,0.001,0.001
