Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,9.470531584,7.468376666,—,97.42832283,47.47297052,30.68769465
Thunder,West,9.19380535,3.831665443,—,98.34415775,14.64570534,5.678938168
T-Wolves,West,7.148239236,3.66864595,—,98.34415775,14.12205504,5.362183015
Cavaliers,East,6.021728611,4.528869391,—,97.42832283,13.5184435,6.698938168
Pelicans,West,6.008104338,2.276975513,—,89.37896614,4.789957011,1.772364149
Clippers,West,5.472473584,2.372996896,—,98.33415775,18.74105921,8.72873206
Bucks,East,3.929041462,2.380127055,—,97.18832283,14.49716418,6.992985648
Knicks,East,3.097726791,3.059573686,—,96.52832283,8.986517413,3.739654198
Suns,West,2.614575595,2.018547435,—,73.04721215,6.638262673,3.361492824
Nuggets,West,2.107447195,5.65400185,—,98.17415775,28.72202981,15.47859118
76ers,East,2.072058182,3.7786563,—,95.14832283,7.289920984,3.671044915
Lakers,West,1.922388188,1.863259812,100,47.98073244,3.157351681,1.295144948
Heat,East,1.057857625,1.26800953,—,90.99836502,4.349910448,1.496799822
Magic,East,0.981250883,-0.560909809,—,91.5898403,1.038253361,0.342499553
Pacers,East,0.908687976,-2.199952575,—,84.0598403,1.664955224,0.451607845
Mavericks,West,0.896771242,-0.054475684,—,76.75273454,3.943233026,1.403578172
Warriors,West,0.658051204,1.902332512,—,44.32164673,2.636499841,1.28374766
Kings,West,0.456150319,0.590580281,—,69.79822706,2.406202981,0.901514629
Rockets,West,0.26171337,-5.250591949,—,2.879391055,0.110993594,0.055356048
Bulls,East,-0.165587171,0.624859218,—,26.30246008,0.555443871,0.234668824
Jazz,West,-2.609478289,-3.350111033,—,2.644429864,0.086623743,0.084668824
Raptors,East,-3.109550677,-1.063898088,—,2.3599673,0.096524265,<0.1
Nets,East,-3.567385255,-2.317231719,—,5.837377376,0.158964456,0.053714398
Hawks,East,-4.055745252,-0.933153591,—,15.13050703,0.370905776,0.182499553
Grizzlies,West,-5.590279788,-2.125851062,—,<0.1,<0.1,<0.1
Spurs,West,-8.078506852,-10.02245345,—,<0.1,<0.1,<0.1
Wizards,East,-8.656557101,-5.883902736,—,<0.1,<0.1,<0.1
Pistons,East,-8.935759878,-8.968601143,—,<0.1,<0.1,<0.1
Blazers,West,-9.421108164,-8.168803611,—,<0.1,<0.1,<0.1
Hornets,East,-10.55460406,-8.24742696,—,<0.1,<0.1,<0.1
