Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Celtics,East,9.591383423,7.200016523,—,97.81508615,41.7536531,26.34844612,Boston Celtics,bos,0.9781508615,0.26348446119999996
T-Wolves,West,6.391729302,2.484079863,—,97.63979544,12.35139814,4.825710414,Minnesota Timberwolves,min,0.9763979544,0.04825710413999999
Pelicans,West,6.173485656,1.920522002,—,87.95927158,7.555699069,2.403443708,New Orleans Pelicans,no,0.8795927158000001,0.024034437080000002
76ers,East,5.983513024,5.051195052,—,97.6959221,17.50960033,9.491202239,Philadelphia 76ers,phi,0.976959221,0.09491202239
Nuggets,West,5.782263338,5.753862584,—,97.70880007,35.05799379,18.6480056,Denver Nuggets,den,0.9770880006999999,0.186480056
Thunder,West,5.418621827,2.365422745,—,97.47256839,11.89478529,4.443454164,Oklahoma City Thunder,okc,0.9747256839,0.044434541640000005
Clippers,West,3.773023052,1.08167429,—,93.80836376,10.36304705,4.111202239,LA Clippers,lac,0.9380836376,0.041112022389999996
Knicks,East,3.196118382,3.449664645,—,92.43560144,7.629300118,3.454782072,New York Knicks,ny,0.9243560144,0.03454782072
Bucks,East,2.562085224,2.192575143,—,96.8383778,17.66580071,8.748148056,Milwaukee Bucks,mil,0.9683837780000001,0.08748148055999999
Cavaliers,East,2.399145161,3.278430911,—,87.79928136,6.17336531,2.840092281,Cleveland Cavaliers,cle,0.8779928135999999,0.02840092281
Heat,East,2.071937941,2.40835455,—,90.35768761,5.33161189,2.481233219,Miami Heat,mia,0.9035768761,0.024812332189999998
Lakers,West,1.264602264,1.426340705,100,54.45858945,4.414016606,1.892854304,Los Angeles Lakers,lal,0.5445858945,0.018928543040000002
Warriors,West,0.919540829,0.710928511,—,38.06139488,2.906285559,1.043443708,Golden State Warriors,gs,0.3806139488,0.010434437080000001
Magic,East,0.701314577,-1.440620507,—,79.50608703,1.220948043,0.530748803,Orlando Magic,orl,0.79506087030000006,0.005307488030000001
Suns,West,0.190834065,0.679193113,—,47.99726695,6.689754615,3.597135759,Phoenix Suns,phx,0.47997266949999995,0.03597135759
Mavericks,West,0.061113936,-0.300326343,—,67.60046869,3.789877307,1.407140276,Dallas Mavericks,dal,0.6760046869,0.01407140276
Rockets,West,-0.130971359,-5.686609892,—,29.19934852,0.354779193,0.316684192,Houston Rockets,hou,0.2919934852,0.00316684192
Kings,West,-0.15768126,0.462639631,—,76.40449506,3.95768235,1.541727082,Sacramento Kings,sac,0.7640449506,0.01541727082
Bulls,East,-0.166972786,0.424126969,—,32.97047943,0.56466317,0.26213954,Chicago Bulls,chi,0.3297047943,0.0026213954
Raptors,East,-0.189553378,-0.713325968,—,17.06146704,0.300480759,0.17213954,Toronto Raptors,tor,0.1706146704,0.0017213954
Pacers,East,-0.215473223,-2.494901254,—,67.14723609,0.799809123,0.532168261,Indiana Pacers,ind,0.6714723609000001,0.0053216826100000005
Hawks,East,-0.600633216,-0.393901227,—,22.56589587,0.583618772,0.372856439,Atlanta Hawks,atl,0.2256589587,0.00372856439
Nets,East,-1.929156711,-0.596500102,—,13.92238462,0.206385792,0.133394306,Brooklyn Nets,bkn,0.1392238462,0.00133394306
Grizzlies,West,-3.893997596,-0.269510112,—,7.090346967,0.344779193,0.111821103,Memphis Grizzlies,mem,0.07090346967,0.0011182110300000001
Jazz,West,-4.147068669,-3.145877623,—,4.217159605,0.153361795,0.082805647,Utah Jazz,uta,0.04217159605,8.280564699999999e-4
Wizards,East,-9.00240676,-4.478464869,—,0.191450843,0.086920962,<0.1,Washington Wizards,wsh,0.0019145084300000001,0.001
Hornets,East,-9.15243479,-7.636172812,—,3.533394234,0.086920962,<0.1,Charlotte Hornets,cha,0.03533394234,0.001
Spurs,West,-9.837523056,-10.75253307,—,0.191065315,0.083270025,<0.1,San Antonio Spurs,sa,0.00191065315,0.001
Blazers,West,-10.42278487,-6.500301478,—,0.191065315,0.083270025,<0.1,Portland Trail Blazers,por,0.00191065315,0.001
Pistons,East,-10.77062071,-9.10217978,—,0.159648377,0.086920962,<0.1,Detroit Pistons,det,0.00159648377,0.001
