Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,8.588822942,7.32790531,27.50607666,97.55684798,40.8756465,26.4963894
76ers,East,6.47201022,5.008371097,—,96.82315682,15.9652155,9.221564386
Nuggets,West,5.166367037,5.164039682,—,96.93454691,33.39437674,17.60833892
Cavaliers,East,4.620535063,3.159549601,—,92.28172149,7.407607749,3.871667784
Knicks,East,4.197915404,2.969818906,8.044550795,85.59215877,5.918823466,2.93563894
Bucks,East,3.58109249,2.085730481,16.30820318,95.92907571,18.74058772,8.978338922
Suns,West,3.453486859,1.194748552,12.00170205,92.65474166,15.61786081,6.980004024
Heat,East,3.326120044,2.673240087,—,82.44542023,5.309690328,2.500625754
Warriors,West,3.25026055,1.250579567,—,77.09685906,8.459099287,3.201251509
Lakers,West,3.120484235,1.684276497,12.93721759,80.54685906,8.958313021,3.512046826
T-Wolves,West,3.116121178,0.740373651,—,92.6931625,7.809388802,2.512742909
Thunder,West,2.107631276,-0.148692155,—,82.89341096,4.857572161,1.40330411
Pelicans,West,1.848026679,1.126565707,7.378608794,63.57510791,5.232976801,1.68330411
Clippers,West,1.033306087,-0.382578386,—,52.18435672,3.999388802,2.291251509
Kings,West,0.988987022,0.449311281,11.62846005,68.50918812,4.756762882,1.575000816
Hawks,East,0.802298214,0.592151181,—,55.50282192,1.594411733,0.763594064
Raptors,East,0.625427235,-0.456000044,—,37.74781915,0.728852636,0.282717968
Magic,East,0.00681578,-2.034093655,—,66.47330187,1.019296397,0.31854056
Nets,East,-0.203464588,1.156080264,—,41.62757684,1.020217263,0.363842541
Mavericks,West,-0.654715091,0.213430173,—,65.20970569,5.328313021,2.005001207
Bulls,East,-0.790124324,-0.714699028,—,13.67593482,0.450217263,0.217275025
Grizzlies,West,-0.942930294,0.555679128,—,8.575445993,0.909847201,0.384008514
Pacers,East,-3.424508382,-4.264128986,4.185460955,29.34496473,0.710067479,0.25854056
Rockets,West,-5.298467194,-7.099245067,—,14.09361703,0.421301418,0.344008514
Jazz,West,-5.63207261,-2.586863999,—,3.471605625,0.08493302,0.083083893
Wizards,East,-6.115975312,-3.067035188,—,0.794817928,0.086455322,<0.1
Hornets,East,-6.967621614,-5.946559644,—,3.419563831,0.086455322,<0.1
Pistons,East,-9.398162964,-8.024417872,—,0.784817928,0.086455322,<0.1
Blazers,West,-10.40988186,-7.049065741,—,0.780696373,0.08493302,<0.1
Spurs,West,-12.12534243,-9.742168018,—,0.780696373,0.08493302,<0.1
