Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Celtics,East,9.680150903,7.249967228,—,97.13448124,42.45430709,27.55381374,Boston Celtics,bos,0.9713448124,0.2755381374
Thunder,West,8.259803216,3.28325308,—,98.67189466,13.11733348,5.262195754,Oklahoma City Thunder,okc,0.9867189466,0.05262195754000001
Clippers,West,6.912206224,2.683671865,—,98.67189466,20.30444488,8.746587261,LA Clippers,lac,0.9867189466,0.08746587261
T-Wolves,West,6.639859623,2.923095448,—,98.67189466,12.26733348,4.832195754,Minnesota Timberwolves,min,0.9867189466,0.048321957539999995
Cavaliers,East,5.043680934,4.516441439,—,97.03040984,13.4794691,6.812195754,Cleveland Cavaliers,cle,0.9703040984000001,0.06812195754
Pelicans,West,4.912307198,1.818490967,—,89.02246723,5.230666732,1.884598103,New Orleans Pelicans,no,0.8902246723,0.01884598103
Knicks,East,4.533276084,3.786081547,—,96.74234172,10.4394691,4.981186856,New York Knicks,ny,0.9674234172,0.04981186856
76ers,East,3.916979205,4.279761767,—,96.62670385,8.889734548,4.467816531,Philadelphia 76ers,phi,0.9662670385,0.044678165310000004
Nuggets,West,3.76528512,5.709212894,—,98.55475488,30.98488937,17.10433546,Denver Nuggets,den,0.9855475488000001,0.1710433546
Bucks,East,3.141712344,2.326138476,—,96.76670385,17.85823032,8.467685138,Milwaukee Bucks,mil,0.9676670385,0.08467685138
Suns,West,1.763898525,1.624983946,—,81.26877519,6.897333484,3.193300637,Phoenix Suns,phx,0.8126877519,0.03193300637
Magic,East,1.715979893,-0.299339767,—,86.96340506,1.004546765,0.37446519,Orlando Magic,orl,0.8696340506,0.0037446519
Rockets,West,1.101664062,-5.232587604,—,14.88665781,0.178069162,0.085633627,Houston Rockets,hou,0.1488665781,8.563362700000001e-4
Warriors,West,0.855364343,1.247878923,—,27.06119619,1.702927567,0.517488519,Golden State Warriors,gs,0.27061196190000003,0.005174885190000001
Pacers,East,0.578691628,-2.520686437,—,82.37549155,1.438079146,0.456298127,Indiana Pacers,ind,0.8237549155,0.00456298127
Mavericks,West,-0.185727628,-0.988330408,—,60.8435085,2.898666742,1.117816531,Dallas Mavericks,dal,0.608435085,0.011178165309999998
Kings,West,-0.309275034,0.52617883,—,80.77791634,3.413555624,1.134433546,Sacramento Kings,sac,0.8077791634,0.011344335459999999
Lakers,West,-0.572543742,1.559116155,100,44.84312773,2.679816141,1.154433546,Los Angeles Lakers,lal,0.4484312773,0.01154433546
Heat,East,-1.10723223,0.602531293,—,77.50925647,2.909734548,1.227816531,Miami Heat,mia,0.7750925647,0.01227816531
Nets,East,-1.40211846,-0.915210726,—,13.99677954,0.287557777,0.089960251,Brooklyn Nets,bkn,0.1399677954,8.9960251e-4
Bulls,East,-1.642857289,0.63225842,—,23.15433126,0.467884035,0.195633627,Chicago Bulls,chi,0.2315433126,0.00195633627
Jazz,West,-2.142164792,-2.834874073,—,6.243992645,0.177473086,0.085633627,Utah Jazz,uta,0.062439926449999995,8.563362700000001e-4
Raptors,East,-2.51743666,-1.027024208,—,7.981085604,0.181720709,0.069960251,Toronto Raptors,tor,0.07981085604,6.9960251e-4
Hawks,East,-2.843752502,-0.903122246,—,20.77308549,0.589240593,0.18446519,Atlanta Hawks,atl,0.20773085489999998,0.0018446519
Grizzlies,West,-5.732208449,-1.708638338,—,0.481900043,0.147473086,<0.1,Memphis Grizzlies,mem,0.00481900043,0.001
Blazers,West,-7.97534532,-7.044806929,—,<0.1,<0.1,<0.1,Portland Trail Blazers,por,0.001,0.001
Spurs,West,-8.062448455,-9.834870814,—,<0.1,<0.1,<0.1,San Antonio Spurs,sa,0.001,0.001
Wizards,East,-8.465663015,-5.36708618,—,<0.1,<0.1,<0.1,Washington Wizards,wsh,0.001,0.001
Pistons,East,-9.226937436,-9.078966064,—,<0.1,<0.1,<0.1,Detroit Pistons,det,0.001,0.001
Hornets,East,-10.83052528,-8.480892959,—,2.945905667,<0.1,<0.1,Charlotte Hornets,cha,0.029459056669999997,0.001
