Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,8.38338887,7.173651957,—,97.05843169,41.46156616,27.99139658
Thunder,West,8.002347049,3.254692638,—,98.46107764,12.73380504,4.976827292
T-Wolves,West,7.560811463,3.250370028,—,98.46107764,13.38089449,4.860681108
Cavaliers,East,6.595321259,4.788141309,—,97.01142968,15.26628215,7.866827292
Clippers,West,5.853105146,2.394752815,—,98.43107764,18.53153043,8.514158109
Pelicans,West,5.389604449,2.100989324,—,91.25038076,5.569085435,2.323979313
Bucks,East,4.648330211,2.46236716,—,96.85095728,18.03667112,7.622432529
Knicks,East,3.929166877,3.359314225,—,96.58095728,10.35183506,4.491422511
76ers,East,3.618225718,3.937945674,—,96.1767958,7.876371137,4.075387991
Suns,West,2.539000256,1.834353612,—,81.29553543,7.570894492,3.80113518
Pacers,East,1.723204937,-2.219986659,—,83.07972543,1.422990871,0.486010175
Nuggets,West,1.610870336,5.448488487,—,98.34107764,30.33268348,15.95093106
Rockets,West,1.390825105,-4.996710019,—,6.940652196,0.158442991,0.085574395
Warriors,West,1.034285786,1.670502486,—,44.31931862,2.706801441,1.006621632
Mavericks,West,0.418907233,-0.220466593,—,74.80572745,3.623628152,1.295595343
Magic,East,0.388582954,-0.485295131,—,85.05215392,1.125087211,0.374344513
Heat,East,-0.003708401,0.631376497,—,79.52668481,2.978318118,1.367140179
Bulls,East,-0.088536007,0.850299574,—,30.65626695,0.621969629,0.265574395
Lakers,West,-0.305871395,1.653609762,100,37.79931862,2.573501801,1.133863288
Kings,West,-0.357535359,0.55192251,—,65.57590935,2.671153043,1.070304066
Nets,East,-1.943800279,-1.272191804,—,8.263572657,0.211825389,0.08991186
Jazz,West,-2.183793725,-3.0690826430000002,—,4.318817958,0.147553438,0.085574395
Hawks,East,-3.055192414,-0.881017073,—,19.6917892,0.465087211,0.194344513
Raptors,East,-3.539983103,-1.434307837,—,7.110063928,0.181969629,0.06991186
Grizzlies,West,-6.463769121,-2.152165272,—,<0.1,<0.1,<0.1
Wizards,East,-7.990217864,-5.517990554,—,<0.1,<0.1,<0.1
Blazers,West,-8.234881712,-7.391827018,—,<0.1,<0.1,<0.1
Spurs,West,-8.638823351,-9.94451267,—,<0.1,<0.1,<0.1
Pistons,East,-8.826653179,-8.594815236,—,<0.1,<0.1,<0.1
Hornets,East,-11.39290839,-8.625299007,—,2.941152569,<0.1,<0.1
