Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,11.74679981,8.058704976,—,98.80214008,51.19058968,32.49810407
Thunder,West,7.874599149,4.294482832,—,98.77879756,15.6152008,6.594896651
Pelicans,West,7.202537602,3.096144965,—,96.79269934,6.526068963,2.370877773
T-Wolves,West,6.52302823,3.741125242,—,98.77879756,12.5327816,4.564942584
Cavaliers,East,6.208394204,4.435670438,—,98.80214008,12.34493453,5.214942584
Clippers,West,5.070312198,2.268027103,—,98.74879756,15.22952811,7.65737431
Bucks,East,4.334649312,2.885565532,—,98.80214008,14.27251454,6.987241627
Nuggets,West,4.247716573,5.835382839,—,98.77879756,33.57768273,18.25672861
Knicks,East,2.648708369,3.1430312,—,98.39214008,8.217437501,3.121755546
Suns,West,2.161260261,2.446511159,—,76.41304585,6.404927893,2.48191732
Pacers,East,1.949152718,-1.782274834,—,89.39813831,1.856850447,0.458791416
Mavericks,West,1.419485947,-0.150004184,—,75.62907235,3.050789268,1.273187379
Warriors,West,0.924694286,1.646253396,—,32.49774811,2.064975964,1.143672861
Magic,East,0.64328401,-0.195612613,—,97.52214008,1.391164714,0.425510095
Kings,West,0.172338903,0.719024215,—,82.37437542,2.389834481,0.920877773
76ers,East,-0.086689464,3.014789063,—,81.94171987,4.732472501,2.297448325
Heat,East,-0.113303145,2.331421178,—,91.90214008,5.223700894,2.041755546
Lakers,West,-0.219685275,1.766504681,100,39.70817709,2.497192845,1.3631035
Bulls,East,-0.396523364,-0.18071681,—,29.0760461,0.375981052,0.126146503
Rockets,West,-0.570015485,-4.182159251,—,1.489652579,0.110982626,<0.1
Jazz,West,-2.695155963,-3.747489234,—,<0.1,<0.1,<0.1
Nets,East,-3.096152389,-2.858595049,—,3.094262898,0.148837844,<0.1
Hawks,East,-3.89103881,-0.984406417,—,12.21695331,0.245481654,0.116146503
Raptors,East,-4.641445283,-1.957120532,—,0.05000976,<0.1,<0.1
Spurs,West,-5.639425739,-9.375811637,—,—,—,—
Grizzlies,West,-6.477838431,-3.868328701,—,<0.1,<0.1,<0.1
Pistons,East,-7.7077743,-8.606401379,—,—,—,—
Blazers,West,-8.012572749,-8.660854091,—,<0.1,<0.1,<0.1
Wizards,East,-8.301771892,-6.934730215,—,—,—,—
Hornets,East,-10.79781777,-8.530673276,—,<0.1,<0.1,<0.1
